customerId,firstName,lastName,dateOfBirth,annualIncome,occupation,city,segment,creditScore,relationshipManagerId
CUST-233,CustomerFirstName233,CustomerLastName233,1959-02-15,128757.33,Consultant,Chennai,HNWI,638,EMP-017
CUST-234,CustomerFirstName234,CustomerLastName234,1980-08-10,257197.35,Doctor,Chennai,HNWI,352,EMP-003
CUST-235,CustomerFirstName235,CustomerLastName235,1995-11-05,189391.44,Engineer,Delhi,MassAffluent,492,EMP-013
CUST-236,CustomerFirstName236,CustomerLastName236,1964-10-07,154230.38,Artist,Kolkata,HNWI,315,EMP-018
CUST-237,CustomerFirstName237,CustomerLastName237,1962-12-07,289381.72,Doctor,Ahmedabad,MassRetail,548,
CUST-238,CustomerFirstName238,CustomerLastName238,1997-11-22,77263.68,Business Owner,Hyderabad,HNWI,589,EMP-020
CUST-239,CustomerFirstName239,CustomerLastName239,1986-04-25,201641.98,Consultant,Kolkata,MassAffluent,668,EMP-015
CUST-240,CustomerFirstName240,CustomerLastName240,1981-09-17,47610.3,Student,Hyderabad,HNWI,508,EMP-016
CUST-241,CustomerFirstName241,CustomerLastName241,1978-03-03,32800.33,Business Owner,Bengaluru,MassAffluent,316,EMP-011
CUST-242,CustomerFirstName242,CustomerLastName242,1989-09-29,182160.02,Retired,Kolkata,MassAffluent,456,EMP-018
CUST-243,CustomerFirstName243,CustomerLastName243,1972-06-12,84405.22,Business Owner,Ahmedabad,MassRetail,645,
CUST-244,CustomerFirstName244,CustomerLastName244,1999-03-29,199674.45,Student,Ahmedabad,MassAffluent,472,EMP-016
CUST-245,CustomerFirstName245,CustomerLastName245,1961-07-09,59188.39,Student,Bengaluru,HNWI,360,EMP-012
CUST-246,CustomerFirstName246,CustomerLastName246,1955-01-22,284652.67,Engineer,Mumbai,HNWI,722,EMP-002
CUST-247,CustomerFirstName247,CustomerLastName247,1992-12-02,84801.35,Teacher,Mumbai,MassRetail,523,
CUST-248,CustomerFirstName248,CustomerLastName248,1975-05-25,36926.03,Student,Ahmedabad,HNWI,316,EMP-015
CUST-249,CustomerFirstName249,CustomerLastName249,1986-03-21,174460.2,Engineer,Mumbai,MassRetail,842,
CUST-250,CustomerFirstName250,CustomerLastName250,1986-06-16,293694.22,Engineer,Pune,HNWI,483,EMP-009
CUST-251,CustomerFirstName251,CustomerLastName251,1956-07-21,166827.91,Business Owner,Chennai,MassRetail,839,
CUST-252,CustomerFirstName252,CustomerLastName252,1968-03-11,242582.17,Doctor,Hyderabad,MassAffluent,715,EMP-012
CUST-253,CustomerFirstName253,CustomerLastName253,1966-07-20,297265.25,Business Owner,Kolkata,MassAffluent,382,EMP-019
CUST-254,CustomerFirstName254,CustomerLastName254,1956-05-12,133477.92,Retired,Ahmedabad,HNWI,357,EMP-002
CUST-255,CustomerFirstName255,CustomerLastName255,1997-10-30,67987.4,Student,Pune,HNWI,639,EMP-001
CUST-256,CustomerFirstName256,CustomerLastName256,1985-12-10,277362.62,Business Owner,Chennai,HNWI,786,EMP-004
CUST-257,CustomerFirstName257,CustomerLastName257,1955-01-22,211640.05,Consultant,Mumbai,MassAffluent,483,EMP-002
CUST-258,CustomerFirstName258,CustomerLastName258,1964-02-05,184370.11,Retired,Delhi,MassAffluent,606,EMP-001
CUST-259,CustomerFirstName259,CustomerLastName259,1988-05-18,87332.21,Retired,Hyderabad,MassRetail,693,
CUST-260,CustomerFirstName260,CustomerLastName260,2003-10-17,296773.83,Doctor,Hyderabad,HNWI,354,EMP-005
CUST-261,CustomerFirstName261,CustomerLastName261,1979-09-29,85000.32,Doctor,Hyderabad,MassRetail,706,
CUST-262,CustomerFirstName262,CustomerLastName262,1993-02-25,96531.57,Student,Ahmedabad,MassAffluent,533,EMP-001
CUST-263,CustomerFirstName263,CustomerLastName263,1975-07-20,140917.42,Retired,Delhi,MassAffluent,602,EMP-018
CUST-264,CustomerFirstName264,CustomerLastName264,1998-07-12,40581.87,Consultant,Bengaluru,MassRetail,689,
CUST-265,CustomerFirstName265,CustomerLastName265,2000-05-02,129094.15,Artist,Delhi,HNWI,393,EMP-005
CUST-266,CustomerFirstName266,CustomerLastName266,1970-12-24,144526.04,Consultant,Delhi,MassRetail,435,
CUST-267,CustomerFirstName267,CustomerLastName267,1962-10-02,140674.26,Retired,Delhi,MassRetail,326,
CUST-268,CustomerFirstName268,CustomerLastName268,1974-01-31,175181.55,Artist,Pune,MassRetail,312,
CUST-269,CustomerFirstName269,CustomerLastName269,1976-05-22,238167.35,Business Owner,Bengaluru,MassAffluent,689,EMP-014
CUST-270,CustomerFirstName270,CustomerLastName270,1959-06-13,95297.31,Consultant,Ahmedabad,MassRetail,449,
CUST-271,CustomerFirstName271,CustomerLastName271,1961-05-18,141709.36,Retired,Kolkata,MassRetail,795,
CUST-272,CustomerFirstName272,CustomerLastName272,1974-07-29,90475.93,Business Owner,Ahmedabad,MassRetail,500,
CUST-273,CustomerFirstName273,CustomerLastName273,1959-03-22,105304.24,Retired,Hyderabad,MassAffluent,689,EMP-004
CUST-274,CustomerFirstName274,CustomerLastName274,1972-10-11,140572.54,Teacher,Kolkata,MassAffluent,628,EMP-015
CUST-275,CustomerFirstName275,CustomerLastName275,1982-08-06,107971.32,Retired,Hyderabad,HNWI,598,EMP-007
CUST-276,CustomerFirstName276,CustomerLastName276,1989-03-10,238952.82,Artist,Pune,HNWI,587,EMP-016
CUST-277,CustomerFirstName277,CustomerLastName277,1957-10-01,280978.8,Business Owner,Bengaluru,MassAffluent,327,EMP-012
CUST-278,CustomerFirstName278,CustomerLastName278,1998-03-16,78701.55,Consultant,Delhi,HNWI,718,EMP-015
CUST-279,CustomerFirstName279,CustomerLastName279,1959-06-22,197334.09,Business Owner,Kolkata,HNWI,457,EMP-016
CUST-280,CustomerFirstName280,CustomerLastName280,2003-09-12,125557.43,Student,Ahmedabad,HNWI,710,EMP-014
CUST-281,CustomerFirstName281,CustomerLastName281,1997-01-26,137124.19,Engineer,Hyderabad,HNWI,849,EMP-017
CUST-282,CustomerFirstName282,CustomerLastName282,1957-06-11,235307.13,Artist,Bengaluru,HNWI,345,EMP-003
CUST-283,CustomerFirstName283,CustomerLastName283,2001-03-22,112847.08,Retired,Delhi,HNWI,310,EMP-013
CUST-284,CustomerFirstName284,CustomerLastName284,1967-08-10,82160.3,Business Owner,Ahmedabad,MassRetail,683,
CUST-285,CustomerFirstName285,CustomerLastName285,2002-07-23,210275.54,Teacher,Hyderabad,MassAffluent,325,EMP-015
CUST-286,CustomerFirstName286,CustomerLastName286,1970-02-08,136473.12,Doctor,Delhi,MassAffluent,445,EMP-004
CUST-287,CustomerFirstName287,CustomerLastName287,1973-05-06,147493.14,Business Owner,Ahmedabad,MassAffluent,656,EMP-010
CUST-288,CustomerFirstName288,CustomerLastName288,1979-10-26,222158.3,Student,Hyderabad,MassAffluent,368,EMP-004
CUST-289,CustomerFirstName289,CustomerLastName289,2005-02-18,219018.12,Engineer,Hyderabad,MassAffluent,411,EMP-002
CUST-290,CustomerFirstName290,CustomerLastName290,2000-05-22,88295.63,Teacher,Bengaluru,HNWI,638,EMP-006
CUST-291,CustomerFirstName291,CustomerLastName291,1981-06-11,84919.55,Retired,Bengaluru,HNWI,490,EMP-014
CUST-292,CustomerFirstName292,CustomerLastName292,1976-12-02,28173.84,Business Owner,Ahmedabad,HNWI,739,EMP-014
CUST-293,CustomerFirstName293,CustomerLastName293,1997-12-16,80142.91,Consultant,Delhi,MassAffluent,404,EMP-001
CUST-294,CustomerFirstName294,CustomerLastName294,1974-11-22,111275.78,Student,Delhi,HNWI,568,EMP-006
CUST-295,CustomerFirstName295,CustomerLastName295,1985-11-29,290456.59,Artist,Pune,HNWI,701,EMP-016
CUST-296,CustomerFirstName296,CustomerLastName296,1973-09-04,118555.78,Student,Bengaluru,HNWI,604,EMP-004
CUST-297,CustomerFirstName297,CustomerLastName297,1955-10-08,208190.82,Artist,Delhi,HNWI,544,EMP-019
CUST-298,CustomerFirstName298,CustomerLastName298,1962-06-16,124525.7,Teacher,Pune,MassAffluent,728,EMP-004
CUST-299,CustomerFirstName299,CustomerLastName299,1989-02-11,127438.79,Teacher,Ahmedabad,HNWI,850,EMP-005
CUST-300,CustomerFirstName300,CustomerLastName300,1987-10-06,66722.35,Consultant,Bengaluru,HNWI,491,EMP-006
CUST-301,CustomerFirstName301,CustomerLastName301,1992-02-25,35011.15,Artist,Mumbai,MassAffluent,796,EMP-015
CUST-302,CustomerFirstName302,CustomerLastName302,1963-04-12,248260.46,Student,Pune,MassRetail,803,
CUST-303,CustomerFirstName303,CustomerLastName303,1983-04-04,66830.98,Engineer,Chennai,MassAffluent,599,EMP-015
CUST-304,CustomerFirstName304,CustomerLastName304,1968-09-14,82956.16,Consultant,Bengaluru,MassRetail,768,
CUST-305,CustomerFirstName305,CustomerLastName305,1987-05-30,163025.67,Doctor,Kolkata,HNWI,675,EMP-016
CUST-306,CustomerFirstName306,CustomerLastName306,2001-09-20,221314.47,Business Owner,Pune,HNWI,404,EMP-002
CUST-307,CustomerFirstName307,CustomerLastName307,1970-04-05,264946.76,Engineer,Ahmedabad,HNWI,569,EMP-008
CUST-308,CustomerFirstName308,CustomerLastName308,1979-11-18,262281.33,Doctor,Chennai,MassAffluent,514,EMP-003
CUST-309,CustomerFirstName309,CustomerLastName309,1996-11-23,118176.64,Retired,Bengaluru,HNWI,442,EMP-019
CUST-310,CustomerFirstName310,CustomerLastName310,2005-05-12,77943.96,Engineer,Hyderabad,MassRetail,845,
CUST-311,CustomerFirstName311,CustomerLastName311,1986-08-31,67145.66,Consultant,Kolkata,MassAffluent,573,EMP-020
CUST-312,CustomerFirstName312,CustomerLastName312,1959-03-25,289576.16,Retired,Mumbai,HNWI,583,EMP-004
CUST-313,CustomerFirstName313,CustomerLastName313,1997-09-25,262502.06,Business Owner,Bengaluru,HNWI,629,EMP-005
CUST-314,CustomerFirstName314,CustomerLastName314,2001-10-26,256195.58,Retired,Ahmedabad,MassRetail,445,
CUST-315,CustomerFirstName315,CustomerLastName315,1992-09-21,135983.03,Student,Delhi,HNWI,395,EMP-009
CUST-316,CustomerFirstName316,CustomerLastName316,2001-01-09,97903.19,Artist,Ahmedabad,MassAffluent,799,EMP-017
CUST-317,CustomerFirstName317,CustomerLastName317,1950-03-03,263294.17,Doctor,Ahmedabad,MassAffluent,666,EMP-019
CUST-318,CustomerFirstName318,CustomerLastName318,2004-02-23,169638.85,Business Owner,Pune,MassRetail,516,
CUST-319,CustomerFirstName319,CustomerLastName319,1971-12-21,251936.21,Artist,Bengaluru,MassAffluent,796,EMP-009
CUST-320,CustomerFirstName320,CustomerLastName320,1953-02-15,47880.93,Student,Mumbai,MassAffluent,427,EMP-002
CUST-321,CustomerFirstName321,CustomerLastName321,1980-01-12,147825.08,Retired,Chennai,MassRetail,435,
CUST-322,CustomerFirstName322,CustomerLastName322,1960-10-26,264838.54,Consultant,Delhi,HNWI,669,EMP-010
CUST-323,CustomerFirstName323,CustomerLastName323,1975-04-22,206062.47,Teacher,Mumbai,MassAffluent,705,EMP-003
CUST-324,CustomerFirstName324,CustomerLastName324,1999-05-28,215843.58,Business Owner,Pune,HNWI,393,EMP-010
CUST-325,CustomerFirstName325,CustomerLastName325,1950-01-28,79757.93,Doctor,Bengaluru,HNWI,531,EMP-004
CUST-326,CustomerFirstName326,CustomerLastName326,1950-08-19,22257.52,Artist,Delhi,HNWI,732,EMP-015
CUST-327,CustomerFirstName327,CustomerLastName327,1982-07-05,39831.93,Retired,Delhi,HNWI,404,EMP-005
CUST-328,CustomerFirstName328,CustomerLastName328,1971-04-29,122917.27,Consultant,Bengaluru,MassRetail,691,
CUST-329,CustomerFirstName329,CustomerLastName329,1993-08-29,298023.24,Teacher,Delhi,MassRetail,843,
CUST-330,CustomerFirstName330,CustomerLastName330,1991-07-14,202005.66,Student,Hyderabad,HNWI,518,EMP-001
CUST-331,CustomerFirstName331,CustomerLastName331,1978-01-07,192501.28,Student,Chennai,HNWI,388,EMP-005
CUST-332,CustomerFirstName332,CustomerLastName332,1959-07-13,230684.78,Retired,Hyderabad,MassRetail,739,
CUST-333,CustomerFirstName333,CustomerLastName333,1966-11-11,97550.94,Doctor,Chennai,MassAffluent,591,EMP-005
CUST-334,CustomerFirstName334,CustomerLastName334,1994-10-21,265231.61,Business Owner,Chennai,HNWI,701,EMP-001
CUST-335,CustomerFirstName335,CustomerLastName335,2003-05-04,271415.52,Business Owner,Ahmedabad,MassAffluent,695,EMP-002
CUST-336,CustomerFirstName336,CustomerLastName336,1966-05-29,159883.11,Doctor,Mumbai,MassRetail,669,
CUST-337,CustomerFirstName337,CustomerLastName337,1976-04-28,261027.92,Retired,Hyderabad,MassAffluent,476,EMP-005
CUST-338,CustomerFirstName338,CustomerLastName338,1951-02-19,184461.78,Engineer,Kolkata,MassAffluent,520,EMP-003
CUST-339,CustomerFirstName339,CustomerLastName339,1954-02-11,285630.4,Retired,Kolkata,MassRetail,813,
CUST-340,CustomerFirstName340,CustomerLastName340,1997-10-04,132637.67,Teacher,Kolkata,MassAffluent,385,EMP-014
CUST-341,CustomerFirstName341,CustomerLastName341,1984-10-17,277858.96,Teacher,Hyderabad,MassAffluent,700,EMP-003
CUST-342,CustomerFirstName342,CustomerLastName342,1971-02-09,215629.25,Business Owner,Mumbai,HNWI,550,EMP-003
CUST-343,CustomerFirstName343,CustomerLastName343,1979-07-27,52476.24,Engineer,Kolkata,MassRetail,479,
CUST-344,CustomerFirstName344,CustomerLastName344,1950-11-11,218212.17,Engineer,Bengaluru,MassRetail,808,
CUST-345,CustomerFirstName345,CustomerLastName345,1985-03-13,239236.39,Consultant,Bengaluru,MassAffluent,680,EMP-017
CUST-346,CustomerFirstName346,CustomerLastName346,2001-01-08,238714.71,Consultant,Delhi,MassRetail,330,
CUST-347,CustomerFirstName347,CustomerLastName347,1968-07-05,166679.18,Consultant,Delhi,MassAffluent,808,EMP-014
CUST-348,CustomerFirstName348,CustomerLastName348,1974-07-04,35522.95,Teacher,Hyderabad,MassAffluent,461,EMP-017
CUST-349,CustomerFirstName349,CustomerLastName349,1989-01-20,208753.72,Doctor,Chennai,MassAffluent,821,EMP-004
CUST-350,CustomerFirstName350,CustomerLastName350,1952-12-30,260432.92,Engineer,Chennai,MassRetail,347,
CUST-351,CustomerFirstName351,CustomerLastName351,1976-01-24,277663.43,Teacher,Mumbai,MassAffluent,729,EMP-012
CUST-352,CustomerFirstName352,CustomerLastName352,1971-11-25,89513.69,Artist,Kolkata,MassRetail,379,
CUST-353,CustomerFirstName353,CustomerLastName353,1958-02-15,160571.46,Engineer,Bengaluru,HNWI,528,EMP-012
CUST-354,CustomerFirstName354,CustomerLastName354,1977-04-14,39299.4,Student,Kolkata,HNWI,618,EMP-002
CUST-355,CustomerFirstName355,CustomerLastName355,1987-08-22,147888.93,Artist,Chennai,MassAffluent,598,EMP-003
CUST-356,CustomerFirstName356,CustomerLastName356,2000-04-30,194360.91,Student,Hyderabad,HNWI,805,EMP-010
CUST-357,CustomerFirstName357,CustomerLastName357,1999-11-05,272124.12,Business Owner,Bengaluru,MassRetail,306,
CUST-358,CustomerFirstName358,CustomerLastName358,1965-11-09,171632.66,Engineer,Hyderabad,MassAffluent,301,EMP-001
CUST-359,CustomerFirstName359,CustomerLastName359,2000-03-24,223620.21,Doctor,Chennai,HNWI,842,EMP-013
CUST-360,CustomerFirstName360,CustomerLastName360,1978-07-27,157768.09,Engineer,Bengaluru,MassRetail,586,
CUST-361,CustomerFirstName361,CustomerLastName361,1952-12-27,277956.83,Retired,Hyderabad,MassRetail,769,
CUST-362,CustomerFirstName362,CustomerLastName362,1989-07-10,46761.56,Teacher,Pune,HNWI,376,EMP-003
CUST-363,CustomerFirstName363,CustomerLastName363,1954-03-29,141795.21,Teacher,Chennai,HNWI,598,EMP-019
CUST-364,CustomerFirstName364,CustomerLastName364,2004-06-30,130026.75,Artist,Hyderabad,MassAffluent,763,EMP-011
CUST-365,CustomerFirstName365,CustomerLastName365,1955-01-31,284195.31,Teacher,Delhi,MassAffluent,459,EMP-008
CUST-366,CustomerFirstName366,CustomerLastName366,1961-03-09,145878.69,Artist,Pune,MassRetail,423,
CUST-367,CustomerFirstName367,CustomerLastName367,2002-06-03,78138.14,Consultant,Ahmedabad,HNWI,571,EMP-012
CUST-368,CustomerFirstName368,CustomerLastName368,1956-02-26,64132.31,Consultant,Mumbai,MassRetail,520,
CUST-369,CustomerFirstName369,CustomerLastName369,1956-03-17,219124.07,Artist,Pune,MassAffluent,825,EMP-005
CUST-370,CustomerFirstName370,CustomerLastName370,1996-01-31,103675.4,Teacher,Mumbai,MassRetail,714,
CUST-371,CustomerFirstName371,CustomerLastName371,2000-11-27,174033.85,Doctor,Ahmedabad,MassAffluent,404,EMP-018
CUST-372,CustomerFirstName372,CustomerLastName372,1958-04-07,23347.94,Business Owner,Bengaluru,MassRetail,502,
CUST-373,CustomerFirstName373,CustomerLastName373,1996-09-13,196483.31,Doctor,Kolkata,MassAffluent,376,EMP-012
CUST-374,CustomerFirstName374,CustomerLastName374,1954-05-22,75370.09,Student,Bengaluru,MassRetail,394,
CUST-375,CustomerFirstName375,CustomerLastName375,1952-11-27,283838.59,Engineer,Bengaluru,MassAffluent,743,EMP-004
CUST-376,CustomerFirstName376,CustomerLastName376,1983-10-06,28255.04,Retired,Bengaluru,HNWI,662,EMP-013
CUST-377,CustomerFirstName377,CustomerLastName377,1962-09-26,96994.9,Student,Bengaluru,MassRetail,335,
CUST-378,CustomerFirstName378,CustomerLastName378,1991-12-27,88819.74,Consultant,Ahmedabad,HNWI,721,EMP-020
CUST-379,CustomerFirstName379,CustomerLastName379,1954-02-24,44562.03,Retired,Bengaluru,HNWI,729,EMP-016
CUST-380,CustomerFirstName380,CustomerLastName380,1993-09-25,267702.7,Business Owner,Mumbai,MassRetail,691,
CUST-381,CustomerFirstName381,CustomerLastName381,1982-08-23,172464.99,Student,Hyderabad,HNWI,814,EMP-012
CUST-382,CustomerFirstName382,CustomerLastName382,1968-05-27,70348.44,Artist,Chennai,MassAffluent,330,EMP-013
CUST-383,CustomerFirstName383,CustomerLastName383,2005-01-11,297628.77,Artist,Chennai,MassAffluent,463,EMP-002
CUST-384,CustomerFirstName384,CustomerLastName384,1966-11-13,203922.04,Consultant,Mumbai,MassRetail,524,
CUST-385,CustomerFirstName385,CustomerLastName385,1974-02-22,281857.69,Teacher,Bengaluru,HNWI,542,EMP-013
CUST-386,CustomerFirstName386,CustomerLastName386,2004-11-11,226669.43,Artist,Mumbai,HNWI,660,EMP-011
CUST-387,CustomerFirstName387,CustomerLastName387,1959-09-02,177670.49,Business Owner,Ahmedabad,HNWI,616,EMP-019
CUST-388,CustomerFirstName388,CustomerLastName388,1983-05-17,30629.85,Engineer,Chennai,MassRetail,524,
CUST-389,CustomerFirstName389,CustomerLastName389,1985-10-28,153836.92,Artist,Chennai,MassRetail,433,
CUST-390,CustomerFirstName390,CustomerLastName390,2004-08-09,256399.54,Artist,Mumbai,MassAffluent,322,EMP-006
CUST-391,CustomerFirstName391,CustomerLastName391,1989-12-02,217314.98,Teacher,Delhi,MassRetail,838,
CUST-392,CustomerFirstName392,CustomerLastName392,1975-06-04,217270.64,Retired,Delhi,MassAffluent,644,EMP-003
CUST-393,CustomerFirstName393,CustomerLastName393,1959-04-15,293240.99,Retired,Ahmedabad,MassAffluent,624,EMP-011
CUST-394,CustomerFirstName394,CustomerLastName394,1998-02-15,291248.01,Artist,Chennai,MassRetail,479,
CUST-395,CustomerFirstName395,CustomerLastName395,1999-12-13,212779.56,Teacher,Bengaluru,MassAffluent,301,EMP-010
CUST-396,CustomerFirstName396,CustomerLastName396,1976-08-25,258211.95,Engineer,Bengaluru,HNWI,625,EMP-019
CUST-397,CustomerFirstName397,CustomerLastName397,1993-07-12,178354.07,Student,Bengaluru,HNWI,639,EMP-008
CUST-398,CustomerFirstName398,CustomerLastName398,1966-03-13,117106.83,Artist,Bengaluru,HNWI,390,EMP-003
CUST-399,CustomerFirstName399,CustomerLastName399,1980-05-24,23190.77,Business Owner,Chennai,HNWI,369,EMP-011
CUST-400,CustomerFirstName400,CustomerLastName400,2003-07-23,50249.69,Engineer,Mumbai,MassAffluent,695,EMP-009
CUST-401,CustomerFirstName401,CustomerLastName401,1961-04-27,267674.56,Student,Pune,MassAffluent,659,EMP-014
CUST-402,CustomerFirstName402,CustomerLastName402,1956-11-26,252065.95,Business Owner,Bengaluru,HNWI,762,EMP-013
CUST-403,CustomerFirstName403,CustomerLastName403,2004-05-21,256813.5,Consultant,Mumbai,MassRetail,626,
CUST-404,CustomerFirstName404,CustomerLastName404,1955-01-19,115706.3,Retired,Bengaluru,MassAffluent,376,EMP-004
CUST-405,CustomerFirstName405,CustomerLastName405,1972-12-30,186328.55,Student,Mumbai,HNWI,741,EMP-003
CUST-406,CustomerFirstName406,CustomerLastName406,1991-04-30,269130.92,Teacher,Mumbai,HNWI,403,EMP-006
CUST-407,CustomerFirstName407,CustomerLastName407,1962-12-06,134598.36,Consultant,Kolkata,MassAffluent,604,EMP-007
CUST-408,CustomerFirstName408,CustomerLastName408,1956-07-12,33897.92,Student,Bengaluru,MassRetail,355,
CUST-409,CustomerFirstName409,CustomerLastName409,1979-02-06,44535.94,Student,Chennai,MassAffluent,399,EMP-001
CUST-410,CustomerFirstName410,CustomerLastName410,1964-01-31,67833.01,Consultant,Delhi,MassRetail,784,
CUST-411,CustomerFirstName411,CustomerLastName411,1970-12-26,239765.44,Student,Ahmedabad,MassRetail,571,
CUST-412,CustomerFirstName412,CustomerLastName412,1993-09-05,172355.29,Teacher,Hyderabad,MassRetail,690,
CUST-413,CustomerFirstName413,CustomerLastName413,1980-05-02,32492.74,Student,Ahmedabad,MassAffluent,569,EMP-006
CUST-414,CustomerFirstName414,CustomerLastName414,1968-04-11,177989.04,Teacher,Delhi,MassRetail,387,
CUST-415,CustomerFirstName415,CustomerLastName415,2004-12-30,171605.72,Business Owner,Mumbai,HNWI,696,EMP-012
CUST-416,CustomerFirstName416,CustomerLastName416,1986-06-11,212379.02,Student,Chennai,HNWI,787,EMP-014
CUST-417,CustomerFirstName417,CustomerLastName417,1976-11-12,272777.62,Engineer,Bengaluru,MassAffluent,423,EMP-003
CUST-418,CustomerFirstName418,CustomerLastName418,1961-05-17,292206.17,Business Owner,Bengaluru,MassAffluent,343,EMP-006
CUST-419,CustomerFirstName419,CustomerLastName419,1996-06-27,141910.11,Teacher,Kolkata,MassAffluent,627,EMP-003
CUST-420,CustomerFirstName420,CustomerLastName420,1955-12-04,128667.76,Retired,Hyderabad,HNWI,582,EMP-003
CUST-421,CustomerFirstName421,CustomerLastName421,1950-11-04,240234.18,Retired,Delhi,HNWI,724,EMP-015
CUST-422,CustomerFirstName422,CustomerLastName422,1960-02-01,178646.3,Doctor,Delhi,MassRetail,403,
CUST-423,CustomerFirstName423,CustomerLastName423,1973-05-26,265810.2,Consultant,Pune,MassAffluent,797,EMP-018
CUST-424,CustomerFirstName424,CustomerLastName424,1982-03-11,30490.39,Consultant,Pune,HNWI,447,EMP-020
CUST-425,CustomerFirstName425,CustomerLastName425,1996-04-30,214225.15,Engineer,Pune,HNWI,639,EMP-020
CUST-426,CustomerFirstName426,CustomerLastName426,1953-05-10,228809.95,Consultant,Hyderabad,HNWI,320,EMP-008
CUST-427,CustomerFirstName427,CustomerLastName427,1971-02-28,98497.06,Student,Delhi,MassAffluent,533,EMP-010
CUST-428,CustomerFirstName428,CustomerLastName428,1970-06-13,292781.44,Student,Hyderabad,MassRetail,575,
CUST-429,CustomerFirstName429,CustomerLastName429,1991-03-03,200755.35,Business Owner,Ahmedabad,HNWI,516,EMP-014
CUST-430,CustomerFirstName430,CustomerLastName430,2001-09-07,164620.4,Artist,Mumbai,MassAffluent,827,EMP-016
CUST-431,CustomerFirstName431,CustomerLastName431,1954-06-19,107114.47,Retired,Bengaluru,MassRetail,836,
CUST-432,CustomerFirstName432,CustomerLastName432,1961-10-28,73973.77,Business Owner,Mumbai,HNWI,555,EMP-001
CUST-433,CustomerFirstName433,CustomerLastName433,1981-01-23,34156.6,Artist,Chennai,MassRetail,580,
CUST-434,CustomerFirstName434,CustomerLastName434,1984-05-16,131143.84,Doctor,Mumbai,MassAffluent,547,EMP-015
CUST-435,CustomerFirstName435,CustomerLastName435,1990-06-05,144908.96,Student,Hyderabad,MassAffluent,652,EMP-016
CUST-436,CustomerFirstName436,CustomerLastName436,1967-08-09,229709.12,Doctor,Kolkata,MassRetail,328,
CUST-437,CustomerFirstName437,CustomerLastName437,1961-02-01,259069.97,Business Owner,Chennai,MassAffluent,530,EMP-002
CUST-438,CustomerFirstName438,CustomerLastName438,1968-04-24,202444.45,Engineer,Mumbai,HNWI,785,EMP-007
CUST-439,CustomerFirstName439,CustomerLastName439,1994-01-20,68496.18,Engineer,Chennai,MassRetail,558,
CUST-440,CustomerFirstName440,CustomerLastName440,1998-07-03,290766.84,Consultant,Pune,HNWI,685,EMP-010
CUST-441,CustomerFirstName441,CustomerLastName441,1967-02-24,81098.54,Consultant,Pune,MassAffluent,404,EMP-015
CUST-442,CustomerFirstName442,CustomerLastName442,1984-10-22,299840.23,Artist,Kolkata,MassRetail,605,
CUST-443,CustomerFirstName443,CustomerLastName443,1982-10-13,37874.38,Consultant,Hyderabad,HNWI,583,EMP-004
CUST-444,CustomerFirstName444,CustomerLastName444,1962-10-26,61980.2,Business Owner,Mumbai,MassAffluent,713,EMP-010
CUST-445,CustomerFirstName445,CustomerLastName445,1996-04-29,59180.26,Engineer,Ahmedabad,HNWI,602,EMP-011
CUST-446,CustomerFirstName446,CustomerLastName446,1977-07-14,128716.98,Engineer,Chennai,MassAffluent,651,EMP-014
CUST-447,CustomerFirstName447,CustomerLastName447,1996-09-14,169697.83,Student,Hyderabad,HNWI,819,EMP-008
CUST-448,CustomerFirstName448,CustomerLastName448,1994-10-02,265418.54,Teacher,Kolkata,MassAffluent,399,EMP-006
CUST-449,CustomerFirstName449,CustomerLastName449,2000-06-02,92422.52,Teacher,Hyderabad,MassAffluent,391,EMP-005
CUST-450,CustomerFirstName450,CustomerLastName450,1974-03-06,82531.82,Consultant,Pune,MassRetail,639,
CUST-451,CustomerFirstName451,CustomerLastName451,1989-11-06,102334.31,Doctor,Ahmedabad,MassAffluent,354,EMP-009
CUST-452,CustomerFirstName452,CustomerLastName452,1989-06-28,284404.28,Doctor,Ahmedabad,HNWI,499,EMP-019
CUST-453,CustomerFirstName453,CustomerLastName453,1996-04-27,126867.38,Consultant,Pune,HNWI,355,EMP-004
CUST-454,CustomerFirstName454,CustomerLastName454,1959-05-08,297857.4,Artist,Pune,MassRetail,768,
CUST-455,CustomerFirstName455,CustomerLastName455,1971-07-13,261470.3,Teacher,Delhi,MassRetail,799,
CUST-456,CustomerFirstName456,CustomerLastName456,1971-04-30,197659.71,Engineer,Ahmedabad,MassAffluent,580,EMP-006
CUST-457,CustomerFirstName457,CustomerLastName457,2001-10-19,236591.84,Teacher,Ahmedabad,MassRetail,390,
CUST-458,CustomerFirstName458,CustomerLastName458,1991-10-25,141439.2,Retired,Pune,MassRetail,739,
CUST-459,CustomerFirstName459,CustomerLastName459,1950-04-27,30563.09,Business Owner,Hyderabad,MassAffluent,314,EMP-013
CUST-460,CustomerFirstName460,CustomerLastName460,1962-12-20,25016.52,Engineer,Chennai,MassAffluent,531,EMP-017
CUST-461,CustomerFirstName461,CustomerLastName461,1971-03-29,56100.62,Retired,Kolkata,HNWI,471,EMP-012
CUST-462,CustomerFirstName462,CustomerLastName462,1953-02-10,103496.63,Consultant,Ahmedabad,MassRetail,832,
CUST-463,CustomerFirstName463,CustomerLastName463,1972-12-27,141426.26,Teacher,Hyderabad,HNWI,801,EMP-017
